id,name,type,sex,year,genre,thema,herkunft
whp,Walter-Hasenclever-Literaturpreis,2,NA,NA,NA,NA,NA
abendland,Abendland,3,NA,2007,Gesellschaftsroman,NA,NA
miko,Michael Köhlmeier,4,2,NA,NA,NA,Oesterreich
whvvp,Willy und Helga Verkauf-Verlon Preis,2,NA,NA,NA,NA,NA
wkp,Wolfgang-Koeppen-Preis,2,NA,NA,NA,NA,NA
kala,Katja Lange-Müller,4,1,NA,NA,NA,Berlin
schafe,Böse Schafe,3,NA,2007,Liebesroman,DDR,NA
wlp,Würth-Literaturpreis,2,NA,NA,NA,NA,NA
mamo,Martin Mosebach,4,2,NA,NA,NA,Hessen
mond,Der Mond und das Mädchen,3,NA,2007,Gesellschaftsroman,NA,NA
thst,Thomas von Steinaecker,4,2,NA,NA,NA,Bayern
wallner,Wallner beginnt zu fliegen,3,NA,2007,Familienroman,Familie,NA
wmcds,Werkjahr der Marianne und Curt Dienemann-Stiftung ,2,NA,NA,NA,NA,NA
uwte,Uwe Tellkamp,4,2,NA,NA,NA,Sachsen
turm,Der Turm,3,NA,2008,NA,DDR,NA
wp,WORTMELDUNGEN-Literaturpreis,2,NA,NA,NA,NA,NA
dida,Dietmar Dath,4,2,NA,NA,NA,Baden-Wuerttemberg
abschaffung,Die Abschaffung der Arten,3,NA,2008,Science-Fiction,NA,NA
wrp,Wilhelm-Raabe-Literaturpreis,2,NA,NA,NA,NA,NA
wskph,Werkbeitrag der Schweizer Kulturstiftung Pro Helvetia,2,NA,NA,NA,NA,NA
shfa,Sherko Fatah,4,2,NA,NA,NA,Ost-Berlin
schiff,Das dunkle Schiff,3,NA,2008,Entwicklungsroman,Islam/Migration,NA
wwfp,Wolfgang-Weyrauch-Förderpreis,2,NA,NA,NA,NA,NA
irha,Iris Hanika,4,1,NA,NA,NA,Berlin
treffen,Treffen sich zwei,3,NA,2008,Liebesroman,NA,NA
wwp,Wiener Werkstattpreis,2,NA,NA,NA,NA,NA
schwimmen,Nach Hause schwimmen,3,NA,2008,Gesellschaftsroman,NA,NA
adam,Adam und Evelyn,3,NA,2008,Liebesroman,DDR,NA
ssbmu,Staatsstipendium des Bundesministeriums für Unterricht und Kunst,2,NA,NA,NA,NA,NA
ssso,Stipendium Schloss Solitude,2,NA,NA,NA,NA,NA
ktia,Kulturakademie Tarabya Istanbul Aufenthaltsstipendium,2,NA,NA,NA,NA,NA
askl,Aufenthaltsstipendium Künstlerhaus Lukas,2,NA,NA,NA,NA,NA
shhh,Stipendium des Heinrich-Heine-Hauses,2,NA,NA,NA,NA,NA
lskw,Literaturstipendium in den Künstlerhäusern Worpswede,2,NA,NA,NA,NA,NA
lkas,Literaturstipendium der Konrad-Adenauer-Stiftung,2,NA,NA,NA,NA,NA
sllw,Stipendium Literatur Labor Wolfenbüttel,2,NA,NA,NA,NA,NA
sksw,Stipendium des Künstlerhauses Schloss Wiepersdorf,2,NA,NA,NA,NA,NA
aspe,Arbeitsstipendium Peking,2,NA,NA,NA,NA,NA
slph,Stipendium zum Lessing-Preis der Freien und Hansestadt Hamburg,2,NA,NA,NA,NA,NA
ggs,Grenzgänger Stipendium,2,NA,NA,NA,NA,NA
les,Lydia-Eymann-Stipendium,2,NA,NA,NA,NA,NA
asnrw,Arbeitsstipendium des Landes Nordrhein-Westfalen,2,NA,NA,NA,NA,NA
msfl,Märkisches Stipendium für Literatur,2,NA,NA,NA,NA,NA
bsk,Buch für die Stadt Köln,2,NA,NA,NA,NA,NA
rpvms,Rom-Preis der Deutschen Akademie Villa Massimo,2,NA,NA,NA,NA,NA
svdk,Stipendium der Villa Decius in Krakau,2,NA,NA,NA,NA,NA
scb,Stipendium der Deutschen Akademie Rom für die Casa Baldi,2,NA,NA,NA,NA,NA
sall,Stipendium des Aargauer Literaturhauses Lenzburg,2,NA,NA,NA,NA,NA
lssm,Literaturstipendium der Stadt München,2,NA,NA,NA,NA,NA
piper,Piper Verlag,1,NA,NA,NA,NA,NA
epn,Europäischer Literaturpreis Niederlande,2,NA,NA,NA,NA,NA
pa,Prix Aristeion,2,NA,NA,NA,NA,NA
